time,x_pos,y_pos,velocity,rotation
2.75868,5.5,1.09325,4,1.5708
2.76055,5.5,1.10073,4,1.5708
2.76245,5.5,1.10833,4,1.5708
2.76438,5.5,1.11604,4,1.5708
2.76633,5.5,1.12385,4,1.5708
2.76831,5.5,1.13177,4,1.5708
2.77032,5.5,1.1398,4,1.5708
2.77235,5.5,1.14793,4,1.5708
2.77441,5.5,1.15616,4,1.5708
2.77649,5.5,1.16451,4,1.5708
2.7786,5.5,1.17295,4,1.5708
2.78074,5.5,1.1815,4,1.5708
2.78291,5.5,1.19016,4,1.5708
2.7851,5.5,1.19891,4,1.5708
2.78731,5.5,1.20777,4,1.5708
2.78955,5.5,1.21674,4,1.5708
2.79182,5.5,1.2258,4,1.5708
2.79411,5.5,1.23497,4,1.5708
2.79643,5.5,1.24423,4,1.5708
2.79877,5.5,1.2536,4,1.5708
2.80113,5.5,1.26307,4,1.5708
2.80353,5.5,1.27264,4,1.5708
2.80594,5.5,1.2823,4,1.5708
2.80838,5.5,1.29207,4,1.5708
2.81085,5.5,1.30193,4,1.5708
2.81334,5.5,1.31189,4,1.5708
2.81585,5.5,1.32195,4,1.5708
2.81839,5.5,1.3321,4,1.5708
2.82096,5.5,1.34236,4,1.5708
2.82354,5.5,1.3527,4,1.5708
2.82615,5.5,1.36315,4,1.5708
2.82879,5.5,1.37368,4,1.5708
2.83145,5.5,1.38432,4,1.5708
2.83413,5.5,1.39504,4,1.5708
2.83683,5.5,1.40586,4,1.5708
2.83956,5.5,1.41678,4,1.5708
2.84231,5.5,1.42779,4,1.5708
2.84509,5.5,1.43888,4,1.5708
2.84789,5.5,1.45008,4,1.5708
2.85071,5.5,1.46136,4,1.5708
2.85355,5.5,1.47273,4,1.5708
2.85642,5.5,1.4842,4,1.5708
2.8593,5.5,1.49575,4,1.5708
2.86222,5.5,1.5074,4,1.5708
2.86515,5.5,1.51913,4,1.5708
2.8681,5.5,1.53095,4,1.5708
2.87108,5.5,1.54286,4,1.5708
2.87408,5.5,1.55486,4,1.5708
2.8771,5.5,1.56695,4,1.5708
2.88015,5.5,1.57912,4,1.5708
2.88321,5.5,1.59138,4,1.5708
2.8863,5.5,1.60373,4,1.5708
2.88941,5.5,1.61616,4,1.5708
2.89254,5.5,1.62867,4,1.5708
2.89569,5.5,1.64128,4,1.5708
2.89886,5.5,1.65396,4,1.5708
2.90205,5.5,1.66673,4,1.5708
2.90526,5.5,1.67958,4,1.5708
2.9085,5.5,1.69252,4,1.5708
2.91175,5.5,1.70554,4,1.5708
2.91503,5.5,1.71864,4,1.5708
2.91832,5.5,1.73182,4,1.5708
2.92164,5.5,1.74509,4,1.5708
2.92497,5.5,1.75843,4,1.5708
2.92833,5.5,1.77185,4,1.5708
2.93171,5.5,1.78536,4,1.5708
2.9351,5.5,1.79894,4,1.5708
2.93852,5.5,1.8126,4,1.5708
2.94195,5.5,1.82635,4,1.5708
2.94541,5.5,1.84016,4,1.5708
2.94888,5.5,1.85406,4,1.5708
2.95237,5.5,1.86803,4,1.5708
2.95589,5.5,1.88208,4,1.5708
2.95942,5.5,1.89621,4,1.5708
2.96297,5.5,1.91041,4,1.5708
2.96654,5.5,1.92469,4,1.5708
2.97013,5.5,1.93904,4,1.5708
2.97373,5.5,1.95347,4,1.5708
2.97736,5.5,1.96797,4,1.5708
2.981,5.5,1.98254,4,1.5708
2.98466,5.5,1.99719,4,1.5708
2.98834,5.5,2.01191,4,1.5708
2.99204,5.5,2.0267,4,1.5708
2.99576,5.5,2.04157,4,1.5708
2.99949,5.5,2.0565,4,1.5708
3.00324,5.5,2.07151,4,1.5708
